0.411445,
0.241423,
0.241098,
0.24104,
0.241095,
0.241118,
0.240959,
0.24104,
0.241023,
0.241,
0.240872,
0.240876,
0.240952,
0.241102,
0.240835,
0.241015,
0.240902,
0.240865,
0.240836,
0.240892,
0.240768,
0.240947,
0.240865,
0.240682,
0.240709,
0.240635,
0.24067,
0.240748,
0.240729,
0.240709,
0.240479,
0.240579,
0.240454,
0.240518,
0.24055,
0.240414,
0.240543,
0.240404,
0.240402,
0.240174,
0.240393,
0.240455,
0.240439,
0.240246,
0.240478,
0.240363,
0.24022,
0.240333,
0.240028,
0.240193,
0.240181,
0.240158,
0.240009,
0.240147,
0.240017,
0.240125,
0.240173,
0.239838,
0.240038,
0.240065,
0.239847,
0.239836,
0.23983,
0.239927,
0.239771,
0.239701,
0.239865,
0.239617,
0.239629,
0.239816,
0.23949,
0.239654,
0.239647,
0.239496,
0.23976,
0.239468,
0.239542,
0.239395,
0.239317,
0.23936,
0.239434,
0.239374,
0.239304,
0.239332,
0.239292,
0.239126,
0.239055,
0.238978,
0.238993,
0.239069,
0.238947,
0.238752,
0.238889,
0.238972,
0.238948,
0.238911,
0.238751,
0.238697,
0.238652,
0.238765,
0.238738,
0.238684,
0.238674,
0.238349,
0.238468,
0.238392,
0.238517,
0.238488,
0.23851,
0.238311,
0.238223,
0.238315,
0.23826,
0.238103,
0.238128,
0.238161,
0.238014,
0.238018,
0.23783,
0.237896,
0.238022,
0.237962,
0.237873,
0.237704,
0.238058,
0.237869,
0.237835,
0.237598,
0.237628,
0.237451,
0.237668,
0.237698,
0.237559,
0.237519,
0.237635,
0.237369,
0.2374,
0.237426,
0.23735,
0.237422,
0.237269,
0.237235,
0.237068,
0.237239,
0.237032,
0.237263,
0.237142,
0.237069,
0.237005,
0.236897,
0.237,
0.236965,
0.236998,
0.23685,
0.236884,
0.236916,
0.236872,
0.236574,
0.236758,
0.236863,
0.236572,
0.236714,
0.236552,
0.236717,
0.23664,
0.236439,
0.236681,
0.236312,
0.236534,
0.236395,
0.236524,
0.23642,
0.236361,
0.23638,
0.236243,
0.236184,
0.236072,
0.236349,
0.236218,
0.236221,
0.236091,
0.235905,
0.236102,
0.235946,
0.235847,
0.235876,
0.235982,
0.23585,
0.23592,
0.235829,
0.235633,
0.23559,
0.235723,
0.235629,
0.235756,
0.23569,
0.235701,
0.235709,
0.235501,
0.235504,
0.235512,
0.235507,
0.235512,
0.235608,
0.235583,
0.235382,
0.235384,
0.23545,
0.235398,
0.235335,
0.235387,
0.235208,
0.235314,
0.235292,
0.235166,
0.235247,
0.235238,
0.235162,
0.235071,
0.235072,
0.235027,
0.235025,
0.235154,
0.235092,
0.235144,
0.234919,
0.234915,
0.23487,
0.234967,
0.23484,
0.234905,
0.234724,
0.234779,
0.234564,
0.234798,
0.234668,
0.234647,
0.234726,
0.234577,
0.23469,
0.234604,
0.234431,
0.234597,
0.234451,
0.234592,
0.234462,
0.234526,
0.234533,
0.234625,
0.23439,
0.234291,
0.234351,
0.23427,
0.234267,
0.234483,
0.234314,
0.234191,
0.234318,
0.234334,
0.234195,
0.234268,
0.234238,
0.234173,
0.234134,
0.23407,
0.234173,
0.234139,
0.234089,
0.234091,
0.23396,
0.234158,
0.234041,
0.234162,
0.23396,
0.234033,
0.234009,
0.233989,
0.233925,
0.233968,
0.233871,
0.233974,
0.233924,
0.233797,
0.233932,
0.233808,
0.233933,
0.233782,
0.233739,
0.233688,
0.233706,
0.233744,
